x,y,bbox_w,bbox_h,type_code,type_name,place_name,level,variant,instance_id,template_key
1627,1688,1,2,2,Tunnel,,1,03,7704304218758448187,poiNode__tunnel_lvl1_crownlands_alpha
715,1689,2,2,4,Settlement (Town),,2,07,12140295094117105364,poiNode__town_lvl2_stone_riverlands_alpha
733,1689,2,2,4,Tunnel,,2,,17101051989901829481,poiNode__tunnel_lvl2_riverlands_alpha
1109,1689,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1245,1689,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1417,1689,1,2,2,Tunnel,,1,03,7704304218758448187,poiNode__tunnel_lvl1_crownlands_alpha
1647,1689,2,2,4,Tunnel,,1,,7704304218758448187,poiNode__tunnel_lvl1_crownlands_alpha
1716,1689,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
284,1690,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
700,1690,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
799,1692,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1635,1692,2,2,4,Tunnel,,1,06,7704304218758448187,poiNode__tunnel_lvl1_crownlands_alpha
751,1693,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1178,1693,2,2,4,Dragon Sanctum,,1,0f,8137403851956624105,poiNode__dragonsanctum_lv01_riverlands_alpha
1771,1693,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1953,1693,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
613,1694,2,2,4,Crossing,,4,,10638324116765093946,poiNode__crossing_lvl4_alpha
767,1694,2,2,4,Settlement (Town),,2,0b,17574922458373617218,poiNode__town_lvl2_iron_riverlands_alpha
407,1695,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
646,1695,2,2,4,Crossing,,4,,10638324116765093946,poiNode__crossing_lvl4_alpha
634,1696,2,2,4,Crossing,,4,06,10638324116765093946,poiNode__crossing_lvl4_alpha
736,1696,2,1,2,Tunnel,,2,03,17101051989901829481,poiNode__tunnel_lvl2_riverlands_alpha
1654,1696,1,2,2,Tunnel,,1,03,7704304218758448187,poiNode__tunnel_lvl1_crownlands_alpha
1678,1696,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
383,1697,2,1,2,Tunnel,,3,03,14210194544068538346,poiNode__tunnel_lvl3_riverlands_alpha
692,1697,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1038,1697,3,3,9,Castle,,1,b700,11718150976661951947,poiNode__castle_lvl1_riverlands_alpha
317,1698,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
365,1698,3,3,9,Castle,,3,9f00,17460725333026308301,poiNode__castle_lvl3_riverlands_alpha
623,1698,1,2,2,Crossing,,4,03,10638324116765093946,poiNode__crossing_lvl4_alpha
473,1699,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1605,1699,1,2,2,Tunnel,,1,03,7704304218758448187,poiNode__tunnel_lvl1_crownlands_alpha
354,1700,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
486,1700,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
789,1700,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1198,1700,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1457,1700,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1585,1700,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
660,1701,1,2,2,Crossing,,4,03,10638324116765093946,poiNode__crossing_lvl4_alpha
798,1701,2,2,4,Settlement (Town),,2,07,11303916270620475278,poiNode__town_lvl2_food_riverlands_alpha
805,1701,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1183,1701,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1871,1701,2,2,4,Settlement (Town),,1,07,17988470253685371955,poiNode__town_lvl1_stone_crownlands_alpha
288,1702,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
336,1702,4,3,12,Seat of Power,Hammerhorn,,f707,4842225950997663817,poiNode__sop_Hammerhorn_alpha
705,1702,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1101,1702,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1413,1702,1,2,2,Tunnel,,1,03,7704304218758448187,poiNode__tunnel_lvl1_crownlands_alpha
1919,1702,2,2,4,Settlement (Town),,1,0b,5323986953385167127,poiNode__town_lvl1_food_crownlands_alpha
678,1703,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1068,1703,3,3,9,Castle,,1,b700,11718150976661951947,poiNode__castle_lvl1_riverlands_alpha
1381,1703,3,5,15,Bridge,,1,a414,16551278857259698617,poiNode__bridge_5hex_lvl1_alpha
1599,1703,2,2,4,Tunnel,,1,,7704304218758448187,poiNode__tunnel_lvl1_crownlands_alpha
269,1704,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
372,1704,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1902,1704,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
385,1705,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1576,1705,3,3,9,Castle,,1,b700,6741636123857038108,poiNode__castle_lvl1_crownlands_alpha
1619,1705,2,2,4,Tunnel,,1,,7704304218758448187,poiNode__tunnel_lvl1_crownlands_alpha
401,1706,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1054,1706,2,2,4,Settlement (Town),,1,0b,482945141560920804,poiNode__town_lvl1_stone_riverlands_alpha
1247,1706,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1493,1706,2,2,4,Tunnel,,1,06,7704304218758448187,poiNode__tunnel_lvl1_crownlands_alpha
276,1707,3,5,15,Bridge,,3,a414,4908333263510868557,poiNode__bridge_5hex_lvl3_alpha
716,1707,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1263,1707,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
297,1708,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
428,1708,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1038,1708,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1803,1709,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1182,1710,1,2,2,Crossing,,2,03,17576595532914463501,poiNode__crossing_lvl2_alpha
1724,1710,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
762,1711,3,3,9,Castle,,2,b700,15724056029190769230,poiNode__castle_lvl2_riverlands_alpha
307,1712,2,2,4,Settlement (Town),,3,0b,9600398802142562228,poiNode__town_lvl3_food_riverlands_alpha
453,1712,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
697,1712,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
783,1712,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
739,1713,3,3,9,Castle,,2,b700,15724056029190769230,poiNode__castle_lvl2_riverlands_alpha
1733,1713,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
266,1714,3,4,12,Bridge,,3,9402,10979979365687151544,poiNode__bridge_4hex_lvl3_alpha
1623,1714,1,2,2,Tunnel,,1,03,7704304218758448187,poiNode__tunnel_lvl1_crownlands_alpha
1343,1715,2,2,4,Tunnel,,1,,7704304218758448187,poiNode__tunnel_lvl1_crownlands_alpha
1651,1715,1,2,2,Tunnel,,1,03,7704304218758448187,poiNode__tunnel_lvl1_crownlands_alpha
385,1716,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1187,1716,2,2,4,Crossing,,2,,17576595532914463501,poiNode__crossing_lvl2_alpha
317,1718,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
800,1718,2,2,4,Tunnel,,2,06,17101051989901829481,poiNode__tunnel_lvl2_riverlands_alpha
462,1719,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
814,1719,2,2,4,Crossing,,2,06,17576595532914463501,poiNode__crossing_lvl2_alpha
1490,1719,1,2,2,Tunnel,,1,03,7704304218758448187,poiNode__tunnel_lvl1_crownlands_alpha
769,1720,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
778,1720,2,2,4,Tunnel,,2,06,17101051989901829481,poiNode__tunnel_lvl2_riverlands_alpha
326,1721,3,3,9,Castle,,3,b700,17460725333026308301,poiNode__castle_lvl3_riverlands_alpha
434,1721,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
701,1721,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
795,1721,2,1,2,Tunnel,,2,03,17101051989901829481,poiNode__tunnel_lvl2_riverlands_alpha
837,1721,2,2,4,Crossing,,2,,17576595532914463501,poiNode__crossing_lvl2_alpha
1254,1721,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
264,1722,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
723,1722,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1620,1722,2,2,4,Settlement (Town),,1,0b,5323986953385167127,poiNode__town_lvl1_food_crownlands_alpha
305,1724,2,2,4,Tunnel,,3,06,14210194544068538346,poiNode__tunnel_lvl3_riverlands_alpha
822,1724,2,2,4,Crossing,,2,,17576595532914463501,poiNode__crossing_lvl2_alpha
395,1725,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
845,1725,1,2,2,Crossing,,2,03,17576595532914463501,poiNode__crossing_lvl2_alpha
1490,1725,3,3,9,Castle,,1,b700,6741636123857038108,poiNode__castle_lvl1_crownlands_alpha
1563,1725,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
778,1726,2,2,4,Tunnel,,2,,17101051989901829481,poiNode__tunnel_lvl2_riverlands_alpha
739,1727,4,3,12,Seat of Power,Ten Towers,,fe0e,4847869793492566923,poiNode__sop_TenTowers_alpha
1650,1727,2,2,4,Tunnel,,1,06,7704304218758448187,poiNode__tunnel_lvl1_crownlands_alpha
680,1728,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1373,1728,2,2,4,Tunnel,,1,06,7704304218758448187,poiNode__tunnel_lvl1_crownlands_alpha
347,1729,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1346,1729,1,2,2,Tunnel,,1,03,7704304218758448187,poiNode__tunnel_lvl1_crownlands_alpha
1880,1729,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
790,1730,2,2,4,Settlement (Town),,2,0b,17574922458373617218,poiNode__town_lvl2_iron_riverlands_alpha
911,1730,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1539,1730,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
367,1731,3,3,9,Castle,,3,b700,17460725333026308301,poiNode__castle_lvl3_riverlands_alpha
855,1731,2,2,4,Crossing,,1,06,186484103584441603,poiNode__crossing_lvl1_alpha
1548,1731,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1073,1732,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1786,1732,2,2,4,Tunnel,,1,06,7704304218758448187,poiNode__tunnel_lvl1_crownlands_alpha
1912,1732,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1033,1733,4,3,12,Seat of Power,Seagard,,fe0e,2164038393742060645,poiNode__sop_Seagard_alpha
303,1734,2,1,2,Tunnel,,3,03,14210194544068538346,poiNode__tunnel_lvl3_riverlands_alpha
417,1734,1,2,2,Crossing,,3,03,11761877450986962679,poiNode__crossing_lvl3_alpha
513,1734,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
863,1734,2,2,4,Crossing,,1,,186484103584441603,poiNode__crossing_lvl1_alpha
1226,1734,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1668,1735,3,3,9,Castle,,1,b700,6741636123857038108,poiNode__castle_lvl1_crownlands_alpha
477,1736,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1078,1736,2,2,4,Settlement (Town),,2,0b,17574922458373617218,poiNode__town_lvl2_iron_riverlands_alpha
1562,1737,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
497,1738,2,2,4,Settlement (Town),,3,0b,14826439194127930052,poiNode__town_lvl3_stone_riverlands_alpha
752,1738,3,2,6,Dragon Sanctum,,1,1e,8137403851956624105,poiNode__dragonsanctum_lv01_riverlands_alpha
1780,1738,2,1,2,Tunnel,,1,03,7704304218758448187,poiNode__tunnel_lvl1_crownlands_alpha
1850,1738,2,2,4,Settlement (Town),,1,0b,10599107479229116960,poiNode__town_lvl1_wood_crownlands_alpha
1856,1738,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
690,1739,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1164,1739,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1950,1740,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
863,1741,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1371,1741,2,2,4,Tunnel,,1,06,7704304218758448187,poiNode__tunnel_lvl1_crownlands_alpha
1625,1741,3,3,9,Castle,,1,b700,6741636123857038108,poiNode__castle_lvl1_crownlands_alpha
1929,1741,2,2,4,Settlement (Town),,1,07,5323986953385167127,poiNode__town_lvl1_food_crownlands_alpha
733,1742,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
762,1742,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1189,1742,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
899,1743,2,2,4,Settlement (Town),,1,07,482945141560920804,poiNode__town_lvl1_stone_riverlands_alpha
1251,1743,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1579,1743,2,2,4,Settlement (Town),,1,07,5323986953385167127,poiNode__town_lvl1_food_crownlands_alpha
1333,1744,2,2,4,Settlement (Town),,1,0b,5323986953385167127,poiNode__town_lvl1_food_crownlands_alpha
681,1745,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1299,1745,2,2,4,Tunnel,,1,,7704304218758448187,poiNode__tunnel_lvl1_crownlands_alpha
1512,1745,3,3,9,Castle,,1,b700,6741636123857038108,poiNode__castle_lvl1_crownlands_alpha
1545,1745,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
962,1746,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1309,1746,2,2,4,Tunnel,,1,06,7704304218758448187,poiNode__tunnel_lvl1_crownlands_alpha
416,1747,2,2,4,Crossing,,3,06,11761877450986962679,poiNode__crossing_lvl3_alpha
742,1747,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1019,1747,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
283,1748,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
486,1748,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
696,1748,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1902,1748,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1096,1749,2,2,4,Settlement (Town),,2,07,11303916270620475278,poiNode__town_lvl2_food_riverlands_alpha
1735,1749,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
313,1750,1,2,2,Tunnel,,3,03,14210194544068538346,poiNode__tunnel_lvl3_riverlands_alpha
947,1750,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1401,1750,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
714,1751,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
775,1751,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1178,1751,2,2,4,Settlement (Town),,2,07,11303916270620475278,poiNode__town_lvl2_food_riverlands_alpha
1650,1751,4,3,12,Seat of Power,Hearts Home,,fe0e,18304224190471357478,poiNode__sop_HeartsHome_alpha
683,1752,2,2,4,Harbor/Dock,,2,0e,16078488310347410484,poiNode__harbor_lvl2_alpha
756,1752,3,3,9,Castle,,2,9f00,15724056029190769230,poiNode__castle_lvl2_riverlands_alpha
1047,1752,3,3,9,Castle,,1,9f00,11718150976661951947,poiNode__castle_lvl1_riverlands_alpha
970,1754,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1621,1755,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1653,1755,2,4,8,Bridge,,1,a5,4164891203475574860,poiNode__bridge_4hex_lvl1_alpha
421,1756,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1123,1756,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1509,1757,3,5,15,Bridge,,1,9148,16551278857259698617,poiNode__bridge_5hex_lvl1_alpha
317,1758,2,1,2,Tunnel,,3,03,14210194544068538346,poiNode__tunnel_lvl3_riverlands_alpha
921,1758,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1040,1758,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1472,1758,3,4,12,Seat of Power,Strongsong,,fe07,2391580097919729950,poiNode__sop_Strongsong_alpha
1873,1760,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
264,1761,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1104,1762,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
876,1763,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1067,1764,3,3,9,Castle,,2,9f00,15724056029190769230,poiNode__castle_lvl2_riverlands_alpha
1613,1765,3,3,9,Castle,,1,b700,6741636123857038108,poiNode__castle_lvl1_crownlands_alpha
1658,1765,3,3,9,Castle,,1,b700,6741636123857038108,poiNode__castle_lvl1_crownlands_alpha
1333,1766,1,2,2,Tunnel,,1,03,7704304218758448187,poiNode__tunnel_lvl1_crownlands_alpha
1537,1766,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
502,1767,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
512,1767,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1161,1767,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1941,1767,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
735,1768,3,3,9,Castle,,2,9f00,15724056029190769230,poiNode__castle_lvl2_riverlands_alpha
1652,1768,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
519,1769,2,2,4,Crossing,,3,06,11761877450986962679,poiNode__crossing_lvl3_alpha
527,1769,1,2,2,Crossing,,3,03,11761877450986962679,poiNode__crossing_lvl3_alpha
766,1769,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
936,1769,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1185,1769,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1635,1769,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1731,1769,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
411,1770,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1605,1770,2,2,4,Tunnel,,1,06,7704304218758448187,poiNode__tunnel_lvl1_crownlands_alpha
962,1771,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1027,1771,2,2,4,Settlement (Town),,1,07,13182809626522154944,poiNode__town_lvl1_food_riverlands_alpha
1014,1772,3,3,9,Castle,,1,9f00,11718150976661951947,poiNode__castle_lvl1_riverlands_alpha
1739,1772,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1507,1773,3,3,9,Castle,,1,b700,6741636123857038108,poiNode__castle_lvl1_crownlands_alpha
1926,1773,1,2,2,Crossing,,1,03,186484103584441603,poiNode__crossing_lvl1_alpha
744,1774,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1332,1774,1,2,2,Tunnel,,1,03,7704304218758448187,poiNode__tunnel_lvl1_crownlands_alpha
1400,1774,2,4,8,Bridge,,1,a5,4164891203475574860,poiNode__bridge_4hex_lvl1_alpha
760,1775,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1227,1775,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1861,1775,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1344,1776,2,2,4,Tunnel,,1,06,7704304218758448187,poiNode__tunnel_lvl1_crownlands_alpha
952,1777,2,2,4,Settlement (Town),,1,07,13182809626522154944,poiNode__town_lvl1_food_riverlands_alpha
335,1779,2,2,4,Settlement (Town),,3,07,14826439194127930052,poiNode__town_lvl3_stone_riverlands_alpha
422,1779,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1033,1779,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
673,1780,2,2,4,Harbor/Dock,,2,0b,16078488310347410484,poiNode__harbor_lvl2_alpha
547,1781,2,2,4,Harbor/Dock,,3,0b,10372997566753374670,poiNode__harbor_lvl3_alpha
1255,1781,2,2,4,Settlement (Town),,1,07,17988470253685371955,poiNode__town_lvl1_stone_crownlands_alpha
1478,1781,3,3,9,Castle,,1,b700,6741636123857038108,poiNode__castle_lvl1_crownlands_alpha
1531,1781,2,2,4,Settlement (Town),,1,07,2800008357386502363,poiNode__town_lvl1_iron_crownlands_alpha
1607,1781,1,2,2,Tunnel,,1,03,7704304218758448187,poiNode__tunnel_lvl1_crownlands_alpha
1237,1782,2,2,4,Settlement (Town),,2,0b,12140295094117105364,poiNode__town_lvl2_stone_riverlands_alpha
295,1784,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
911,1784,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1570,1784,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1001,1785,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1154,1785,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1346,1785,2,2,4,Tunnel,,1,06,7704304218758448187,poiNode__tunnel_lvl1_crownlands_alpha
1222,1786,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1922,1786,1,2,2,Crossing,,1,03,186484103584441603,poiNode__crossing_lvl1_alpha
443,1787,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
759,1787,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1903,1787,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
305,1788,3,4,12,Bridge,,3,9108,10979979365687151544,poiNode__bridge_4hex_lvl3_alpha
584,1788,2,2,4,Crossing,,2,,17576595532914463501,poiNode__crossing_lvl2_alpha
598,1788,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1832,1788,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
404,1790,2,2,4,Tunnel,,3,06,14210194544068538346,poiNode__tunnel_lvl3_riverlands_alpha
560,1790,2,2,4,Harbor/Dock,,3,,10372997566753374670,poiNode__harbor_lvl3_alpha
608,1790,3,5,15,Bridge,,2,8944,1498553686271999927,poiNode__bridge_5hex_lvl2_alpha
1236,1790,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1632,1790,2,2,4,Settlement (Town),,1,0b,17988470253685371955,poiNode__town_lvl1_stone_crownlands_alpha
1896,1790,2,2,4,Tunnel,,1,06,7704304218758448187,poiNode__tunnel_lvl1_crownlands_alpha
400,1791,2,2,4,Tunnel,,3,,14210194544068538346,poiNode__tunnel_lvl3_riverlands_alpha
566,1791,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
576,1791,2,2,4,Crossing,,2,06,17576595532914463501,poiNode__crossing_lvl2_alpha
1866,1791,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
287,1792,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
751,1792,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1552,1792,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
